benchmark,mode,stage,candidate,variant,impl,baseline_impl,mode_b_impl,mode_c_impl,dispatch_selected_impl,numSlice,sliceSize,repeat,trial_id,time_ms,impl1_time_ms,impl3_time_ms,impl4_time_ms,speedup_vs_impl1,speedup_vs_impl3,correctness_status,measurement_validity,speedup_claim_valid,result_type,mode_c_final_label,final_confirmation_status,mean_ms,min_ms,max_ms,stddev_ms,cv,raw_stdout_path,raw_stderr_path,build_log_path,slurm_job_id,hostname,gpu_name,cuda_version,profiler_status,official_timing_used,notes
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,100000,1024,100,1,1.240751,2.109159,1.240751,1.183596,1.699905,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.240982,1.240751,1.241312,0.000293,0.000236,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_3_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_3_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,100000,1024,100,2,1.241312,2.107172,1.241312,1.183155,1.697536,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.240982,1.240751,1.241312,0.000293,0.000236,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_3_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_3_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,100000,1024,100,3,1.240883,2.106572,1.240883,1.183171,1.697640,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.240982,1.240751,1.241312,0.000293,0.000236,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_3_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_3_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,100000,1024,100,1,1.183596,2.109159,1.240751,1.183596,1.781992,1.048289,PASS,VALID,true,MODE_C_CANDIDATE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.183307,1.183155,1.183596,0.000250,0.000211,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_4_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_4_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,valid large-slice Mode C speedup claim vs impl=3
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,100000,1024,100,2,1.183155,2.107172,1.241312,1.183155,1.780977,1.049154,PASS,VALID,true,MODE_C_CANDIDATE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.183307,1.183155,1.183596,0.000250,0.000211,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_4_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_4_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,valid large-slice Mode C speedup claim vs impl=3
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,100000,1024,100,3,1.183171,2.106572,1.240883,1.183171,1.780446,1.048777,PASS,VALID,true,MODE_C_CANDIDATE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.183307,1.183155,1.183596,0.000250,0.000211,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_4_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_1024_impl_4_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,valid large-slice Mode C speedup claim vs impl=3
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,50000,2048,100,1,2.237702,2.237702,1.675429,1.661145,n/a,0.748727,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,2.238517,2.237702,2.238933,0.000706,0.000315,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_1_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_1_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,50000,2048,100,2,2.238933,2.238933,1.674710,1.661361,n/a,0.747995,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,2.238517,2.237702,2.238933,0.000706,0.000315,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_1_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_1_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,paired_impl1_baseline,1,1,3,4,1,50000,2048,100,3,2.238916,2.238916,1.674749,1.661318,n/a,0.748018,PASS,VALID,false,BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,2.238517,2.237702,2.238933,0.000706,0.000315,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_1_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_1_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,paired impl=1 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,50000,2048,100,1,1.675429,2.237702,1.675429,1.661145,1.335599,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.674963,1.674710,1.675429,0.000404,0.000241,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_3_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_3_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,50000,2048,100,2,1.674710,2.238933,1.674710,1.661361,1.336908,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.674963,1.674710,1.675429,0.000404,0.000241,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_3_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_3_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,mode_b_impl3_shape_dispatch_impl1_small_impl2_large,3,1,3,4,2,50000,2048,100,3,1.674749,2.238916,1.674749,1.661318,1.336867,n/a,PASS,VALID,false,MODE_B_BASELINE,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.674963,1.674710,1.675429,0.000404,0.000241,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_3_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_3_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,Mode B accepted impl=3 baseline
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,50000,2048,100,1,1.661145,2.237702,1.675429,1.661145,1.347084,1.008599,PASS,VALID,false,MEASUREMENT_EQUIVALENT,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.661275,1.661145,1.661361,0.000114,0.000069,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_4_trial_1.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_4_trial_1.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,large-slice row has no accepted additional speedup claim
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,50000,2048,100,2,1.661361,2.238933,1.674710,1.661361,1.347650,1.008035,PASS,VALID,false,MEASUREMENT_EQUIVALENT,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.661275,1.661145,1.661361,0.000114,0.000069,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_4_trial_2.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_4_trial_2.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,large-slice row has no accepted additional speedup claim
softmax-cuda,Mode_C,final_confirmation,impl4_shape_specialized_large_reduce,impl4_shape_specialized_large_reduce,4,1,3,4,4,50000,2048,100,3,1.661318,2.238916,1.674749,1.661318,1.347675,1.008085,PASS,VALID,false,MEASUREMENT_EQUIVALENT,SUCCESS_WITH_ADDITIONAL_SPEEDUP,CONFIRMED,1.661275,1.661145,1.661361,0.000114,0.000069,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_4_trial_3.stdout,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/raw/slice_2048_impl_4_trial_3.stderr,/home/r14525078/HeCBench/phase3/softmax-cuda/mode_C_literature_profiler/final_confirmation/build.log,950691,gn1224.twcc.ai,Tesla V100-SXM2-32GB,V12.8.61,NOT_RUN,true,large-slice row has no accepted additional speedup claim
