benchmark,job_id,node,prompt_level,submission_index,variant,case,metric_name,metric_value,metric_unit,correctness,status,result_type,accepted,reject_reason,notes
moe-align,948050,gn1115,P3,3,cached_cumsum_trial2,tokens=8192;topk=3;experts=128;block_size=32,mean_latency,26.001394,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948050,gn1115,P3,3,cached_cumsum_trial2,tokens=8192;topk=4;experts=128;block_size=32,mean_latency,30.955162,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=1;topk=2;experts=32;block_size=32,mean_latency,12.022266,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=1;topk=3;experts=32;block_size=32,mean_latency,11.838546,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=1;topk=4;experts=32;block_size=32,mean_latency,11.845504,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=1;topk=2;experts=128;block_size=32,mean_latency,12.660201,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=1;topk=3;experts=128;block_size=32,mean_latency,12.666634,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=1;topk=4;experts=128;block_size=32,mean_latency,12.660728,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=3;topk=2;experts=32;block_size=32,mean_latency,11.848316,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=3;topk=3;experts=32;block_size=32,mean_latency,11.833312,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=3;topk=4;experts=32;block_size=32,mean_latency,11.914395,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=3;topk=2;experts=128;block_size=32,mean_latency,12.656200,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=3;topk=3;experts=128;block_size=32,mean_latency,12.655440,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=3;topk=4;experts=128;block_size=32,mean_latency,12.643007,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=256;topk=2;experts=32;block_size=32,mean_latency,13.431571,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=256;topk=3;experts=32;block_size=32,mean_latency,14.342057,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=256;topk=4;experts=32;block_size=32,mean_latency,13.028300,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=256;topk=2;experts=128;block_size=32,mean_latency,13.002224,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=256;topk=3;experts=128;block_size=32,mean_latency,13.003093,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=256;topk=4;experts=128;block_size=32,mean_latency,13.007866,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=4096;topk=2;experts=32;block_size=32,mean_latency,17.468115,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=4096;topk=3;experts=32;block_size=32,mean_latency,19.992649,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=4096;topk=4;experts=32;block_size=32,mean_latency,22.355562,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=4096;topk=2;experts=128;block_size=32,mean_latency,16.939682,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=4096;topk=3;experts=128;block_size=32,mean_latency,19.401039,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=4096;topk=4;experts=128;block_size=32,mean_latency,21.420998,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=8192;topk=2;experts=32;block_size=32,mean_latency,22.383238,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=8192;topk=3;experts=32;block_size=32,mean_latency,27.190233,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=8192;topk=4;experts=32;block_size=32,mean_latency,32.562534,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=8192;topk=2;experts=128;block_size=32,mean_latency,21.443529,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=8192;topk=3;experts=128;block_size=32,mean_latency,25.948290,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
moe-align,948052,gn1115,P3,4,cached_cumsum_trial3,tokens=8192;topk=4;experts=128;block_size=32,mean_latency,30.918472,us,PASS,ACCEPTED,PARAM_TUNE,true,,Repeat trial of accepted cached-cumsum candidate.
